"","release","id","rg","ctr_n","ctr","yr","mn","sub","cst_n","cst","mag","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","cvs1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2","seat"
"200",1,21,"Africa","Cameroon",120,2002,6,"east","boumba -et- ngoko",3,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",33026,-990,23964,-990,-990,-990,-990,23959,0.999791324138641,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"201",1,21,"Africa","Cameroon",120,2002,6,"east","boumba -et- ngoko",3,-990,"others",4000,"-990",33026,-990,23964,-990,-990,-990,-990,4,0.000166917045135051,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"202",1,21,"Africa","Cameroon",120,2002,6,"northwest","boyo",4,-990,"others",4000,"-990",33043,-990,21793,-990,-990,-990,-990,1532,0.0702978000044823,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"203",1,21,"Africa","Cameroon",120,2002,6,"northwest","boyo",4,-990,"Front Social-Démocratique",11,"-990",33043,-990,21793,-990,-990,-990,-990,15056,0.690864026546478,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"204",1,21,"Africa","Cameroon",120,2002,6,"northwest","boyo",4,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",33043,-990,21793,-990,-990,-990,-990,5204,0.238792270421982,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"205",1,21,"Africa","Cameroon",120,2002,6,"northwest","bui",5,-990,"Front Social-Démocratique",11,"-990",77732,-990,49299,-990,-990,-990,-990,32680,0.662893772125244,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
"206",1,21,"Africa","Cameroon",120,2002,6,"northwest","bui",5,-990,"others",4000,"-990",77732,-990,49299,-990,-990,-990,-990,246,0.00498995929956436,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"207",1,21,"Africa","Cameroon",120,2002,6,"northwest","bui",5,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",77732,-990,49299,-990,-990,-990,-990,16372,0.332095980644226,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"208",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-north",6,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",48347,-990,34669,-990,-990,-990,-990,20624,0.594883024692535,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"209",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-north",6,-990,"others",4000,"-990",48347,-990,34669,-990,-990,-990,-990,3137,0.0904842913150787,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"210",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-north",6,-990,"union nationale pour la démocratie et le progrès",17,"-990",48347,-990,34669,-990,-990,-990,-990,10906,0.314574986696243,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"211",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-rural center",7,-990,"others",4000,"-990",58299,-990,45568,-990,-990,-990,-990,2788,0.0611832849681377,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"212",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-rural center",7,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",58299,-990,45568,-990,-990,-990,-990,28247,0.619886755943298,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"213",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-rural center",7,-990,"union nationale pour la démocratie et le progrès",17,"-990",58299,-990,45568,-990,-990,-990,-990,14531,0.318886071443558,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"214",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-south",8,-990,"alliance nationale pour la démocratie et le progrès",1,"-990",28193,-990,22791,-990,-990,-990,-990,1144,0.0501952506601811,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"215",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-south",8,-990,"union démocratique du cameroun",12,"-990",28193,-990,22791,-990,-990,-990,-990,4049,0.177657842636108,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"216",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-south",8,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",28193,-990,22791,-990,-990,-990,-990,15447,0.677767515182495,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"217",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-south",8,-990,"union nationale pour la démocratie et le progrès",17,"-990",28193,-990,22791,-990,-990,-990,-990,1602,0.0702909007668495,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"218",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-south",8,-990,"others",4000,"-990",28193,-990,22791,-990,-990,-990,-990,546,0.0239568259567022,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"219",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-urban center",9,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",57050,-990,31210,-990,-990,-990,-990,16663,0.533899366855621,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"220",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-urban center",9,-990,"union nationale pour la démocratie et le progrès",17,"-990",57050,-990,31210,-990,-990,-990,-990,9297,0.297885298728943,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"221",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-urban center",9,-990,"alliance nationale pour la démocratie et le progrès",1,"-990",57050,-990,31210,-990,-990,-990,-990,2559,0.0819929540157318,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"222",1,21,"Africa","Cameroon",120,2002,6,"far north","diamare-urban center",9,-990,"others",4000,"-990",57050,-990,31210,-990,-990,-990,-990,2690,0.0861903205513954,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"223",1,21,"Africa","Cameroon",120,2002,6,"south","dja -et- lobo",10,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",86539,-990,79630,-990,-990,-990,-990,78833,0.989991188049316,-990,-990,-990,-990,-990,-990,-990,-990,-990,5
"224",1,21,"Africa","Cameroon",120,2002,6,"south","dja -et- lobo",10,-990,"others",4000,"-990",86539,-990,79630,-990,-990,-990,-990,796,0.00999623257666826,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"225",1,21,"Africa","Cameroon",120,2002,6,"adamowa","djerem",11,-990,"others",4000,"-990",22647,-990,12679,-990,-990,-990,-990,514,0.0405394732952118,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"226",1,21,"Africa","Cameroon",120,2002,6,"adamowa","djerem",11,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",22647,-990,12679,-990,-990,-990,-990,6457,0.509267270565033,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"227",1,21,"Africa","Cameroon",120,2002,6,"adamowa","djerem",11,-990,"union nationale pour la démocratie et le progrès",17,"-990",22647,-990,12679,-990,-990,-990,-990,5706,0.450035482645035,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"228",1,21,"Africa","Cameroon",120,2002,6,"northwest","donga mantung",12,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",66013,-990,46041,-990,-990,-990,-990,15437,0.335288107395172,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"229",1,21,"Africa","Cameroon",120,2002,6,"northwest","donga mantung",12,-990,"others",4000,"-990",66013,-990,46041,-990,-990,-990,-990,3268,0.0709802135825157,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"230",1,21,"Africa","Cameroon",120,2002,6,"northwest","donga mantung",12,-990,"Front Social-Démocratique",11,"-990",66013,-990,46041,-990,-990,-990,-990,27334,0.593688249588013,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
"231",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-east",13,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",74879,-990,47251,-990,-990,-990,-990,25359,0.536687076091766,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"232",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-east",13,-990,"Front Social-Démocratique",11,"-990",74879,-990,47251,-990,-990,-990,-990,20861,0.441493302583695,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"233",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-east",13,-990,"others",4000,"-990",74879,-990,47251,-990,-990,-990,-990,1030,0.0217984803020954,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"234",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-urban center buea",14,-990,"Front Social-Démocratique",11,"-990",23552,-990,15410,-990,-990,-990,-990,4242,0.27527579665184,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"235",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-urban center buea",14,-990,"others",4000,"-990",23552,-990,15410,-990,-990,-990,-990,209,0.0135626215487719,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"236",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-urban center buea",14,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",23552,-990,15410,-990,-990,-990,-990,10958,0.711096704006195,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"237",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-west",15,-990,"Front Social-Démocratique",11,"-990",23552,-990,15410,-990,-990,-990,-990,4242,0.27527579665184,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"238",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-west",15,-990,"others",4000,"-990",23552,-990,15410,-990,-990,-990,-990,209,0.0135626215487719,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"239",1,21,"Africa","Cameroon",120,2002,6,"southwest","fako-west",15,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",23552,-990,15410,-990,-990,-990,-990,10958,0.711096704006195,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"240",1,21,"Africa","Cameroon",120,2002,6,"north","faro",16,-990,"union nationale pour la démocratie et le progrès",17,"-990",22480,-990,16036,-990,-990,-990,-990,5755,0.358880013227463,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"241",1,21,"Africa","Cameroon",120,2002,6,"north","faro",16,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",22480,-990,16036,-990,-990,-990,-990,9886,0.616487920284271,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"242",1,21,"Africa","Cameroon",120,2002,6,"north","faro",16,-990,"others",4000,"-990",22480,-990,16036,-990,-990,-990,-990,394,0.0245697181671858,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"243",1,21,"Africa","Cameroon",120,2002,6,"adamowa","faro et deo",17,-990,"union nationale pour la démocratie et le progrès",17,"-990",18338,-990,13294,-990,-990,-990,-990,4698,0.353392511606216,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"244",1,21,"Africa","Cameroon",120,2002,6,"adamowa","faro et deo",17,-990,"others",4000,"-990",18338,-990,13294,-990,-990,-990,-990,253,0.0190311409533024,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"245",1,21,"Africa","Cameroon",120,2002,6,"adamowa","faro et deo",17,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",18338,-990,13294,-990,-990,-990,-990,8341,0.627425909042358,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"246",1,21,"Africa","Cameroon",120,2002,6,"east","haut nyong",18,-990,"others",4000,"-990",64452,-990,52525,-990,-990,-990,-990,992,0.0188862439244986,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"247",1,21,"Africa","Cameroon",120,2002,6,"east","haut nyong",18,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",64452,-990,52525,-990,-990,-990,-990,44793,0.85279393196106,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"248",1,21,"Africa","Cameroon",120,2002,6,"east","haut nyong",18,-990,"union nationale pour la démocratie et le progrès",17,"-990",64452,-990,52525,-990,-990,-990,-990,6738,0.128281772136688,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"249",1,21,"Africa","Cameroon",120,2002,6,"center","haute sanaga",19,-990,"others",4000,"-990",37050,-990,30530,-990,-990,-990,-990,870,0.0284965615719557,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"250",1,21,"Africa","Cameroon",120,2002,6,"center","haute sanaga",19,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",37050,-990,30530,-990,-990,-990,-990,29659,0.971470713615417,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"251",1,21,"Africa","Cameroon",120,2002,6,"west","haut-nkam",20,-990,"union des forces démocratiques du cameroun",13,"-990",65093,-990,41747,-990,-990,-990,-990,8032,0.192397058010101,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"252",1,21,"Africa","Cameroon",120,2002,6,"west","haut-nkam",20,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",65093,-990,41747,-990,-990,-990,-990,20698,0.495796114206314,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"253",1,21,"Africa","Cameroon",120,2002,6,"west","haut-nkam",20,-990,"Front Social-Démocratique",11,"-990",65093,-990,41747,-990,-990,-990,-990,11029,0.264186650514603,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"254",1,21,"Africa","Cameroon",120,2002,6,"west","haut-nkam",20,-990,"others",4000,"-990",65093,-990,41747,-990,-990,-990,-990,1987,0.0475962348282337,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"255",1,21,"Africa","Cameroon",120,2002,6,"west","hauts-plateaux",21,-990,"others",4000,"-990",38726,-990,24511,-990,-990,-990,-990,2316,0.094488188624382,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"256",1,21,"Africa","Cameroon",120,2002,6,"west","hauts-plateaux",21,-990,"Front Social-Démocratique",11,"-990",38726,-990,24511,-990,-990,-990,-990,8377,0.3417649269104,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"257",1,21,"Africa","Cameroon",120,2002,6,"west","hauts-plateaux",21,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",38726,-990,24511,-990,-990,-990,-990,13816,0.563665270805359,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"258",1,21,"Africa","Cameroon",120,2002,6,"east","kadey",22,-990,"others",4000,"-990",53629,-990,36193,-990,-990,-990,-990,1744,0.0481861121952534,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"259",1,21,"Africa","Cameroon",120,2002,6,"east","kadey",22,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",53629,-990,36193,-990,-990,-990,-990,28266,0.780979752540588,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"260",1,21,"Africa","Cameroon",120,2002,6,"east","kadey",22,-990,"union nationale pour la démocratie et le progrès",17,"-990",53629,-990,36193,-990,-990,-990,-990,6181,0.170778885483742,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"261",1,21,"Africa","Cameroon",120,2002,6,"west","koung-khi",24,-990,"Front Social-Démocratique",11,"-990",39802,-990,24821,-990,-990,-990,-990,7893,0.317996859550476,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"262",1,21,"Africa","Cameroon",120,2002,6,"west","koung-khi",24,-990,"others",4000,"-990",39802,-990,24821,-990,-990,-990,-990,794,0.0319890417158604,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"263",1,21,"Africa","Cameroon",120,2002,6,"west","koung-khi",24,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",39802,-990,24821,-990,-990,-990,-990,16133,0.649973809719086,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"264",1,21,"Africa","Cameroon",120,2002,6,"southwest","koupe-manengouba",25,-990,"union nationale pour la démocratie et le progrès",17,"-990",43909,-990,33263,-990,-990,-990,-990,3512,0.105582781136036,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"265",1,21,"Africa","Cameroon",120,2002,6,"southwest","koupe-manengouba",25,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",43909,-990,33263,-990,-990,-990,-990,24927,0.749391198158264,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"266",1,21,"Africa","Cameroon",120,2002,6,"southwest","koupe-manengouba",25,-990,"Front Social-Démocratique",11,"-990",43909,-990,33263,-990,-990,-990,-990,4826,0.145086124539375,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"267",1,21,"Africa","Cameroon",120,2002,6,"southwest","lebialem",26,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",71911,-990,33366,-990,-990,-990,-990,19252,0.57699453830719,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"268",1,21,"Africa","Cameroon",120,2002,6,"southwest","lebialem",26,-990,"Front Social-Démocratique",11,"-990",71911,-990,33366,-990,-990,-990,-990,14113,0.422975480556488,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"269",1,21,"Africa","Cameroon",120,2002,6,"center","lekie",27,-990,"union nationale pour la démocratie et le progrès",17,"-990",107815,-990,81621,-990,-990,-990,-990,5982,0.0732899606227875,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"270",1,21,"Africa","Cameroon",120,2002,6,"center","lekie",27,-990,"others",4000,"-990",107815,-990,81621,-990,-990,-990,-990,5819,0.0712929293513298,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"271",1,21,"Africa","Cameroon",120,2002,6,"center","lekie",27,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",107815,-990,81621,-990,-990,-990,-990,69818,0.855392634868622,-990,-990,-990,-990,-990,-990,-990,-990,-990,5
"272",1,21,"Africa","Cameroon",120,2002,6,"far north","logone -et- chari",28,-990,"union nationale pour la démocratie et le progrès",17,"-990",150216,-990,111225,-990,-990,-990,-990,21699,0.195091038942337,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"273",1,21,"Africa","Cameroon",120,2002,6,"far north","logone -et- chari",28,-990,"others",4000,"-990",150216,-990,111225,-990,-990,-990,-990,1112,0.00999775249511003,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"274",1,21,"Africa","Cameroon",120,2002,6,"far north","logone -et- chari",28,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",150216,-990,111225,-990,-990,-990,-990,88412,0.794893205165863,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
"275",1,21,"Africa","Cameroon",120,2002,6,"east","lom -et- djerem",29,-990,"others",4000,"-990",79667,-990,49217,-990,-990,-990,-990,2199,0.0446796827018261,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"276",1,21,"Africa","Cameroon",120,2002,6,"east","lom -et- djerem",29,-990,"Front Social-Démocratique",11,"-990",79667,-990,49217,-990,-990,-990,-990,3115,0.0632911399006844,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"277",1,21,"Africa","Cameroon",120,2002,6,"east","lom -et- djerem",29,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",79667,-990,49217,-990,-990,-990,-990,37301,0.757888555526733,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"278",1,21,"Africa","Cameroon",120,2002,6,"east","lom -et- djerem",29,-990,"union nationale pour la démocratie et le progrès",17,"-990",79667,-990,49217,-990,-990,-990,-990,6599,0.134079694747925,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"279",1,21,"Africa","Cameroon",120,2002,6,"southwest","manyu",30,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",49688,-990,39658,-990,-990,-990,-990,32583,0.821599662303925,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"280",1,21,"Africa","Cameroon",120,2002,6,"southwest","manyu",30,-990,"Front Social-Démocratique",11,"-990",49688,-990,39658,-990,-990,-990,-990,6499,0.16387614607811,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"281",1,21,"Africa","Cameroon",120,2002,6,"southwest","manyu",30,-990,"others",4000,"-990",49688,-990,39658,-990,-990,-990,-990,575,0.0144989658147097,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"282",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-sava",31,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",103353,-990,70520,-990,-990,-990,-990,53954,0.765087902545929,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
"283",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-sava",31,-990,"others",4000,"-990",103353,-990,70520,-990,-990,-990,-990,2016,0.0285876356065273,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"284",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-sava",31,-990,"union nationale pour la démocratie et le progrès",17,"-990",103353,-990,70520,-990,-990,-990,-990,14548,0.20629608631134,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"285",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-tsanga",32,-990,"others",4000,"-990",183420,-990,116794,-990,-990,-990,-990,5687,0.0486925691366196,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"286",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-tsanga",32,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",183420,-990,116794,-990,-990,-990,-990,69959,0.598994791507721,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
"287",1,21,"Africa","Cameroon",120,2002,6,"far north","mayao-tsanga",32,-990,"union nationale pour la démocratie et le progrès",17,"-990",183420,-990,116794,-990,-990,-990,-990,41146,0.352295488119125,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"288",1,21,"Africa","Cameroon",120,2002,6,"adamowa","mayo banyo",33,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",44257,-990,24174,-990,-990,-990,-990,15002,0.620584070682526,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
"289",1,21,"Africa","Cameroon",120,2002,6,"adamowa","mayo banyo",33,-990,"Front Social-Démocratique",11,"-990",44257,-990,24174,-990,-990,-990,-990,2378,0.098370149731636,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"290",1,21,"Africa","Cameroon",120,2002,6,"adamowa","mayo banyo",33,-990,"union nationale pour la démocratie et le progrès",17,"-990",44257,-990,24174,-990,-990,-990,-990,6790,0.280880272388458,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"291",1,21,"Africa","Cameroon",120,2002,6,"adamowa","mayo banyo",33,-990,"others",4000,"-990",44257,-990,24174,-990,-990,-990,-990,2,8.27335170470178e-05,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"292",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-east",34,-990,"others",4000,"-990",80158,-990,60067,-990,-990,-990,-990,6703,0.111592054367065,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"293",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-east",34,-990,"parti progressiste camerounais",9,"-990",80158,-990,60067,-990,-990,-990,-990,5189,0.0863868668675423,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"294",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-east",34,-990,"union nationale pour la démocratie et le progrès",17,"-990",80158,-990,60067,-990,-990,-990,-990,14638,0.243694543838501,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"295",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-east",34,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",80158,-990,60067,-990,-990,-990,-990,33535,0.558293223381042,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"296",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-north",35,-990,"union nationale pour la démocratie et le progrès",17,"-990",49381,-990,37439,-990,-990,-990,-990,10685,0.285397589206696,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"297",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-north",35,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",49381,-990,37439,-990,-990,-990,-990,24013,0.641389966011047,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"298",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-north",35,-990,"others",4000,"-990",49381,-990,37439,-990,-990,-990,-990,2740,0.0731857120990753,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"299",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-south",36,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",26594,-990,22413,-990,-990,-990,-990,14879,0.663855791091919,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"300",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-south",36,-990,"mouvement démocratique pour la défense de la république",4,"-990",26594,-990,22413,-990,-990,-990,-990,6945,0.309864819049835,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"301",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo danai-south",36,-990,"others",4000,"-990",26594,-990,22413,-990,-990,-990,-990,587,0.0261901579797268,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"302",1,21,"Africa","Cameroon",120,2002,6,"north","mayo louti",37,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",71704,-990,53595,-990,-990,-990,-990,29964,0.55908203125,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"303",1,21,"Africa","Cameroon",120,2002,6,"north","mayo louti",37,-990,"union nationale pour la démocratie et le progrès",17,"-990",71704,-990,53595,-990,-990,-990,-990,23624,0.440787374973297,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"304",1,21,"Africa","Cameroon",120,2002,6,"north","mayo louti",37,-990,"others",4000,"-990",71704,-990,53595,-990,-990,-990,-990,5,9.32922848733142e-05,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"305",1,21,"Africa","Cameroon",120,2002,6,"north","mayo oulo",38,-990,"others",4000,"-990",15024,-990,12201,-990,-990,-990,-990,375,0.0307351853698492,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"306",1,21,"Africa","Cameroon",120,2002,6,"north","mayo oulo",38,-990,"union nationale pour la démocratie et le progrès",17,"-990",15024,-990,12201,-990,-990,-990,-990,6595,0.540529489517212,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
"307",1,21,"Africa","Cameroon",120,2002,6,"north","mayo oulo",38,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",15024,-990,12201,-990,-990,-990,-990,5229,0.428571432828903,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"308",1,21,"Africa","Cameroon",120,2002,6,"north","mayo rey",39,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",50816,-990,35475,-990,-990,-990,-990,21398,0.6031853556633,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"309",1,21,"Africa","Cameroon",120,2002,6,"north","mayo rey",39,-990,"others",4000,"-990",50816,-990,35475,-990,-990,-990,-990,1106,0.0311768855899572,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"310",1,21,"Africa","Cameroon",120,2002,6,"north","mayo rey",39,-990,"union nationale pour la démocratie et le progrès",17,"-990",50816,-990,35475,-990,-990,-990,-990,12969,0.365581393241882,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"311",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo-kani-north",40,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",52174,-990,41052,-990,-990,-990,-990,27147,0.661283254623413,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
"312",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo-kani-north",40,-990,"union nationale pour la démocratie et le progrès",17,"-990",52174,-990,41052,-990,-990,-990,-990,6412,0.156192153692246,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
"313",1,21,"Africa","Cameroon",120,2002,6,"far north","mayo-kani-north",40,-990,"alliance pour la démocratie et le développement du cameroun",2,"-990",52174,-990,41052,-990,-990,-990,-990,4540,0.110591441392899,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
